species,Family_name,Subfamily,Genus_name,Species_name,male_wing,winged,wingless,MonoHeteroecious,MonoPolyphagous,AntTended,PlantType,herbacious,woody
Adelgidae_Adelges_abietis,Adelgidae,,Adelges,abietis,NA,NA,NA,0,0,NA,NA,NA,NA
Adelgidae_Adelges_japonicus,Adelgidae,,Adelges,japonicus,NA,NA,NA,0,0,NA,NA,NA,NA
Adelgidae_Adelges_tardus,Adelgidae,,Adelges,tardus,NA,NA,NA,0,0,NA,NA,NA,NA
Adelgidae_Pineus_coloradensis,Adelgidae,,Pineus,coloradensis,NA,NA,NA,0,0,NA,NA,NA,NA
Adelgidae_Pineus_pineoides,Adelgidae,,Pineus,pineoides,NA,NA,NA,0,0,NA,NA,NA,NA
Adelgidae_Pineus_pini,Adelgidae,,Pineus,pini,NA,NA,NA,0,0,NA,NA,NA,NA
Adelgidae_Pineus_similis,Adelgidae,,Pineus,similis,NA,NA,NA,0,0,NA,NA,NA,NA
Adelgidae_Pineus_strobi,Adelgidae,,Pineus,strobi,NA,NA,NA,0,0,NA,NA,NA,NA
Aphididae_Acuticauda_solidaginifoliae,Aphididae,,Acuticauda,solidaginifoliae,2,0,1,0,0,0,0,1,0
Aphididae_Acyrthosiphon_caraganae,Aphididae,,Acyrthosiphon,caraganae,2,0,1,0,0,NA,2,0,1
Aphididae_Acyrthosiphon_chelidonii,Aphididae,,Acyrthosiphon,chelidonii,0,1,0,0,0,NA,0,1,0
Aphididae_Acyrthosiphon_kondoi,Aphididae,,Acyrthosiphon,kondoi,0,1,0,0,0,NA,NA,NA,NA
Aphididae_Acyrthosiphon_lactucae,Aphididae,,Acyrthosiphon,lactucae,0,1,0,0,0,NA,0,1,0
Aphididae_Acyrthosiphon_macrosiphum,Aphididae,,Acyrthosiphon,macrosiphum,0,1,0,0,0,NA,NA,NA,NA
Aphididae_Acyrthosiphon_malvae,Aphididae,,Acyrthosiphon,malvae,1,1,1,0,1,NA,0,1,0
Aphididae_Acyrthosiphon_pisum,Aphididae,,Acyrthosiphon,pisum,1,1,1,0,1,NA,1,1,1
Aphididae_Aleurosiphon_smilacifoliae,Aphididae,,Aleurosiphon,smilacifoliae,0,1,0,0,0,NA,NA,NA,NA
Aphididae_Amphicercidus_japonicus,Aphididae,,Amphicercidus,japonicus,0,1,0,0,0,NA,NA,NA,NA
Aphididae_Amphorophora_agathonica,Aphididae,,Amphorophora,agathonica,0,1,0,0,0,NA,1,1,1
Aphididae_Amphorophora_ampullata,Aphididae,,Amphorophora,ampullata,0,1,0,0,1,NA,0,1,0
Aphididae_Amphorophora_idaei,Aphididae,,Amphorophora,idaei,0,1,0,0,0,NA,1,1,1
Aphididae_Amphorophora_rubi,Aphididae,,Amphorophora,rubi,0,1,0,0,0,NA,1,1,1
Aphididae_Amphorophora_rubicumberlandi,Aphididae,,Amphorophora,rubicumberlandi,NA,NA,NA,0,0,NA,NA,NA,NA
Aphididae_Aphis_acaenovinae,Aphididae,,Aphis,acaenovinae,2,0,1,0,0,NA,NA,NA,NA
Aphididae_Aphis_acetosae,Aphididae,,Aphis,acetosae,NA,NA,NA,0,0,NA,NA,NA,NA
Aphididae_Aphis_affinis,Aphididae,,Aphis,affinis,2,0,1,0,0,1,0,1,0
Aphididae_Aphis_anuraphoides,Aphididae,,Aphis,anuraphoides,NA,NA,NA,0,0,NA,NA,NA,NA
Aphididae_Aphis_arbuti,Aphididae,,Aphis,arbuti,NA,NA,NA,0,0,NA,NA,NA,NA
Aphididae_Aphis_armata,Aphididae,,Aphis,armata,NA,NA,NA,0,0,NA,NA,NA,NA
Aphididae_Aphis_ceanothi,Aphididae,,Aphis,ceanothi,2,0,1,0,0,NA,2,0,1
Aphididae_Aphis_chloris,Aphididae,,Aphis,chloris,2,0,1,0,0,1,0,1,0
Aphididae_Aphis_commensalis,Aphididae,,Aphis,commensalis,2,0,1,0,0,NA,2,0,1
Aphididae_Aphis_coprosmae,Aphididae,,Aphis,coprosmae,NA,NA,NA,0,0,NA,NA,NA,NA
Aphididae_Aphis_cornifoliae,Aphididae,,Aphis,cornifoliae,2,0,1,0,0,NA,1,1,1
Aphididae_Aphis_coronillae,Aphididae,,Aphis,coronillae,1,1,1,0,0,1,0,1,0
Aphididae_Aphis_cottieri,Aphididae,,Aphis,cottieri,NA,NA,NA,0,0,NA,NA,NA,NA
Aphididae_Aphis_craccae,Aphididae,,Aphis,craccae,0,1,0,0,0,1,0,1,0
Aphididae_Aphis_craccivora,Aphididae,,Aphis,craccivora,0,1,0,0,1,1,2,0,1
Aphididae_Aphis_crassicauda,Aphididae,,Aphis,crassicauda,2,0,1,0,0,NA,2,0,1
Aphididae_Aphis_cytisorum,Aphididae,,Aphis,cytisorum,0,1,0,0,0,1,2,0,1
Aphididae_Aphis_decepta,Aphididae,,Aphis,decepta,NA,NA,NA,0,0,NA,NA,NA,NA
Aphididae_Aphis_egomae,Aphididae,,Aphis,egomae,NA,NA,NA,0,0,NA,NA,NA,NA
Aphididae_Aphis_epilobiaria,Aphididae,,Aphis,epilobiaria,0,1,0,0,0,NA,0,1,0
Aphididae_Aphis_epilobii,Aphididae,,Aphis,epilobii,0,1,0,0,0,0,0,1,0
Aphididae_Aphis_equiseticola,Aphididae,,Aphis,equiseticola,0,1,0,0,0,NA,0,1,0
Aphididae_Aphis_euphorbiae,Aphididae,,Aphis,euphorbiae,NA,NA,NA,0,0,NA,NA,NA,NA
Aphididae_Aphis_farinosa,Aphididae,,Aphis,farinosa,2,0,1,0,0,NA,NA,NA,NA
Aphididae_Aphis_fukii,Aphididae,,Aphis,fukii,2,0,1,0,0,NA,NA,NA,NA
Aphididae_Aphis_healyi,Aphididae,,Aphis,healyi,NA,NA,NA,0,0,NA,NA,NA,NA
Aphididae_Aphis_hederae,Aphididae,,Aphis,hederae,1,1,1,0,1,NA,0,1,0
Aphididae_Aphis_holodisci,Aphididae,,Aphis,holodisci,NA,NA,NA,0,0,NA,NA,NA,NA
Aphididae_Aphis_holoenotherae,Aphididae,,Aphis,holoenotherae,0,1,0,0,0,NA,0,1,0
Aphididae_Aphis_hypochoeridis,Aphididae,,Aphis,hypochoeridis,NA,NA,NA,0,0,NA,NA,NA,NA
Aphididae_Aphis_idaei,Aphididae,,Aphis,idaei,2,0,1,0,0,NA,1,1,1
Aphididae_Aphis_impatientis,Aphididae,,Aphis,impatientis,0,1,0,0,0,NA,0,1,0
Aphididae_Aphis_intybi,Aphididae,,Aphis,intybi,2,0,1,0,0,1,0,1,0
Aphididae_Aphis_jacobaeae,Aphididae,,Aphis,jacobaeae,NA,NA,NA,0,0,NA,NA,NA,NA
Aphididae_Aphis_lamiorum,Aphididae,,Aphis,lamiorum,2,0,1,0,0,1,0,1,0
Aphididae_Aphis_lugentis,Aphididae,,Aphis,lugentis,0,1,0,0,0,NA,0,1,0
Aphididae_Aphis_lupini,Aphididae,,Aphis,lupini,2,0,1,0,0,NA,0,1,0
Aphididae_Aphis_manitobensis,Aphididae,,Aphis,manitobensis,2,0,1,0,0,NA,2,0,1
Aphididae_Aphis_middletonii,Aphididae,,Aphis,middletonii,NA,NA,NA,0,1,NA,NA,NA,NA
Aphididae_Aphis_minima,Aphididae,,Aphis,minima,2,0,1,0,0,NA,2,0,1
Aphididae_Aphis_neilliae,Aphididae,,Aphis,neilliae,2,0,1,0,0,NA,2,0,1
Aphididae_Aphis_neogillettei,Aphididae,,Aphis,neogillettei,2,0,1,0,0,NA,1,1,1
Aphididae_Aphis_neospiraeae,Aphididae,,Aphis,neospiraeae,NA,NA,NA,0,0,NA,NA,NA,NA
Aphididae_Aphis_newtoni,Aphididae,,Aphis,newtoni,2,0,1,0,0,1,0,1,0
Aphididae_Aphis_oestlundi,Aphididae,,Aphis,oestlundi,2,0,1,0,0,NA,0,1,0
Aphididae_Aphis_pomi,Aphididae,,Aphis,pomi,2,0,1,0,0,1,2,0,1
Aphididae_Aphis_praeterita,Aphididae,,Aphis,praeterita,0,1,0,0,0,0,0,1,0
Aphididae_Aphis_pulchella,Aphididae,,Aphis,pulchella,0,1,0,0,0,NA,1,1,1
Aphididae_Aphis_punicae,Aphididae,,Aphis,punicae,0,1,0,0,1,NA,2,0,1
Aphididae_Aphis_rubifolii,Aphididae,,Aphis,rubifolii,2,0,1,0,0,NA,1,1,1
Aphididae_Aphis_ruborum,Aphididae,,Aphis,ruborum,1,1,1,0,0,1,1,1,1
Aphididae_Aphis_rumicis,Aphididae,,Aphis,rumicis,2,0,1,0,0,1,0,1,0
Aphididae_Aphis_salviae,Aphididae,,Aphis,salviae,2,0,1,0,0,NA,0,1,0
Aphididae_Aphis_sanguisorbicola,Aphididae,,Aphis,sanguisorbicola,NA,NA,NA,0,0,NA,NA,NA,NA
Aphididae_Aphis_schneideri,Aphididae,,Aphis,schneideri,2,0,1,0,0,1,2,0,1
Aphididae_Aphis_sedi,Aphididae,,Aphis,sedi,2,0,1,0,0,1,1,1,1
Aphididae_Aphis_spiraephila,Aphididae,,Aphis,spiraephila,NA,NA,NA,0,0,NA,NA,NA,NA
Aphididae_Aphis_taraxacicola,Aphididae,,Aphis,taraxacicola,2,0,1,0,0,1,0,1,0
Aphididae_Aphis_terricola,Aphididae,,Aphis,terricola,2,0,1,0,0,NA,NA,NA,NA
Aphididae_Aphis_teucrii,Aphididae,,Aphis,teucrii,NA,NA,NA,0,0,NA,NA,NA,NA
Aphididae_Aphis_ulmariae,Aphididae,,Aphis,ulmariae,0,1,0,0,0,1,0,1,0
Aphididae_Aphis_umbrella,Aphididae,,Aphis,umbrella,0,1,0,0,0,1,0,1,0
Aphididae_Aphis_urticata,Aphididae,,Aphis,urticata,2,0,1,0,0,1,0,1,0
Aphididae_Aphis_vaccinii,Aphididae,,Aphis,vaccinii,0,1,0,0,0,1,1,1,1
Aphididae_Aphis_vandergooti,Aphididae,,Aphis,vandergooti,2,0,1,0,0,1,0,1,0
Aphididae_Aphis_veratri,Aphididae,,Aphis,veratri,2,0,1,0,0,NA,0,1,0
Aphididae_Aphis_viburni,Aphididae,,Aphis,viburni,2,0,1,0,1,1,2,0,1
Aphididae_Aphis_viburniphila,Aphididae,,Aphis,viburniphila,NA,NA,NA,0,0,NA,NA,NA,NA
Aphididae_Aphthargelia_symphoricarpi,Aphididae,,Aphthargelia,symphoricarpi,1,1,1,0,0,NA,NA,NA,NA
Aphididae_Atheroides_hirtellus,Aphididae,,Atheroides,hirtellus,2,0,1,0,0,NA,NA,NA,NA
Aphididae_Atheroides_serrulatus,Aphididae,,Atheroides,serrulatus,2,0,1,0,0,NA,NA,NA,NA
Aphididae_Aulacorthum_albimagnoliae,Aphididae,,Aulacorthum,albimagnoliae,NA,NA,NA,0,0,NA,NA,NA,NA
Aphididae_Aulacorthum_cirsicola,Aphididae,,Aulacorthum,cirsicola,NA,NA,NA,0,0,NA,NA,NA,NA
Aphididae_Aulacorthum_corydalicola,Aphididae,,Aulacorthum,corydalicola,NA,NA,NA,0,NA,NA,NA,NA,NA
Aphididae_Aulacorthum_dorsatum,Aphididae,,Aulacorthum,dorsatum,NA,NA,NA,0,0,NA,NA,NA,NA
Aphididae_Aulacorthum_ibotum,Aphididae,,Aulacorthum,ibotum,NA,NA,NA,0,NA,NA,NA,NA,NA
Aphididae_Aulacorthum_ligularicola,Aphididae,,Aulacorthum,ligularicola,NA,NA,NA,0,NA,NA,NA,NA,NA
Aphididae_Aulacorthum_magnoliae,Aphididae,,Aulacorthum,magnoliae,NA,NA,NA,0,NA,NA,NA,NA,NA
Aphididae_Aulacorthum_muradachi,Aphididae,,Aulacorthum,muradachi,NA,NA,NA,0,0,NA,NA,NA,NA
Aphididae_Aulacorthum_nipponicum,Aphididae,,Aulacorthum,nipponicum,0,1,0,0,NA,NA,NA,NA,NA
Aphididae_Aulacorthum_pterinigrum,Aphididae,,Aulacorthum,pterinigrum,0,1,0,0,NA,NA,0,1,0
Aphididae_Aulacorthum_solani,Aphididae,,Aulacorthum,solani,1,1,1,0,1,NA,1,1,1
Aphididae_Aulacorthum_vandenboschi,Aphididae,,Aulacorthum,vandenboschi,NA,NA,NA,0,NA,NA,NA,NA,NA
Aphididae_Brachycaudus_aconiti,Aphididae,,Brachycaudus,aconiti,2,0,1,0,0,NA,0,1,0
Aphididae_Brachycaudus_ballotae,Aphididae,,Brachycaudus,ballotae,NA,NA,NA,0,0,NA,NA,NA,NA
Aphididae_Brachycaudus_cerinthis,Aphididae,,Brachycaudus,cerinthis,NA,NA,NA,0,0,NA,NA,NA,NA
Aphididae_Brachycaudus_jacobi,Aphididae,,Brachycaudus,jacobi,2,0,1,0,0,NA,0,1,0
Aphididae_Brachycaudus_klugkisti,Aphididae,,Brachycaudus,klugkisti,2,0,1,0,0,NA,0,1,0
Aphididae_Brachycaudus_lamii,Aphididae,,Brachycaudus,lamii,NA,NA,NA,0,0,NA,NA,NA,NA
Aphididae_Brachycaudus_lucifugus,Aphididae,,Brachycaudus,lucifugus,2,0,1,0,0,1,0,1,0
Aphididae_Brachycaudus_lychnicola,Aphididae,,Brachycaudus,lychnicola,2,0,1,0,0,NA,0,1,0
Aphididae_Brachycaudus_lychnidis,Aphididae,,Brachycaudus,lychnidis,2,0,1,0,0,NA,0,1,0
Aphididae_Brachycaudus_mordvilkoi,Aphididae,,Brachycaudus,mordvilkoi,2,0,1,0,1,NA,0,1,0
Aphididae_Brachycaudus_napelli,Aphididae,,Brachycaudus,napelli,2,0,1,0,0,NA,0,1,0
Aphididae_Brachycaudus_pilosus,Aphididae,,Brachycaudus,pilosus,2,0,1,0,0,NA,2,0,1
Aphididae_Brachycaudus_populi,Aphididae,,Brachycaudus,populi,1,1,1,0,0,NA,0,1,0
Aphididae_Brachycaudus_rumexicolens,Aphididae,,Brachycaudus,rumexicolens,2,0,1,0,0,NA,0,1,0
Aphididae_Brachycaudus_salicinae,Aphididae,,Brachycaudus,salicinae,NA,NA,NA,0,0,NA,NA,NA,NA
Aphididae_Brachycaudus_schwartzi,Aphididae,,Brachycaudus,schwartzi,NA,NA,NA,0,0,NA,NA,NA,NA
Aphididae_Brachycaudus_sedi,Aphididae,,Brachycaudus,sedi,2,0,1,0,0,NA,0,1,0
Aphididae_Brachycaudus_spiraeae,Aphididae,,Brachycaudus,spiraeae,NA,NA,NA,0,0,NA,NA,NA,NA
Aphididae_Brachycaudus_tragopogonis,Aphididae,,Brachycaudus,tragopogonis,NA,NA,NA,0,0,NA,NA,NA,NA
Aphididae_Brachycorynella_asparagi,Aphididae,,Brachycorynella,asparagi,0,1,0,0,0,NA,0,1,0
Aphididae_Brachyunguis_harmalae,Aphididae,,Brachyunguis,harmalae,1,1,1,0,1,1,0,1,0
Aphididae_Braggia_agathona,Aphididae,,Braggia,agathona,0,1,0,0,0,NA,0,1,0
Aphididae_Braggia_columbiana,Aphididae,,Braggia,columbiana,0,1,0,0,0,NA,NA,NA,NA
Aphididae_Braggia_echinata,Aphididae,,Braggia,echinata,0,1,0,0,0,NA,0,1,0
Aphididae_Braggia_eriogoni,Aphididae,,Braggia,eriogoni,0,1,0,0,0,NA,NA,NA,NA
Aphididae_Braggia_longicauda,Aphididae,,Braggia,longicauda,0,1,0,0,0,NA,0,1,0
Aphididae_Braggia_urovaneta,Aphididae,,Braggia,urovaneta,0,1,0,0,0,NA,0,1,0
Aphididae_Brevicoryne_brassicae,Aphididae,,Brevicoryne,brassicae,0,1,0,0,1,NA,0,1,0
Aphididae_Caricosipha_paniculatae,Aphididae,,Caricosipha,paniculatae,2,0,1,0,0,NA,NA,NA,NA
Aphididae_Catamergus_kickapoo,Aphididae,,Catamergus,kickapoo,0,1,0,0,0,NA,NA,NA,NA
Aphididae_Chaetosiphella_stipae,Aphididae,,Chaetosiphella,stipae,2,0,1,0,1,NA,NA,NA,NA
Aphididae_Chaetosiphon_fragaefolii,Aphididae,,Chaetosiphon,fragaefolii,1,1,1,0,0,NA,0,1,0
Aphididae_Chaetosiphon_thomasi,Aphididae,,Chaetosiphon,thomasi,1,1,1,0,0,NA,0,1,0
Aphididae_Chaitophorus_capreae,Aphididae,,Chaitophorus,capreae,2,0,1,0,0,NA,2,0,1
Aphididae_Chaitophorus_leucomelas,Aphididae,,Chaitophorus,leucomelas,0,1,0,0,0,1,2,0,1
Aphididae_Chaitophorus_populialbae,Aphididae,,Chaitophorus,populialbae,1,1,1,0,0,1,2,0,1
Aphididae_Chaitophorus_populicola,Aphididae,,Chaitophorus,populicola,0,1,0,0,0,1,2,0,1
Aphididae_Chaitophorus_saliniger,Aphididae,,Chaitophorus,saliniger,2,0,1,0,0,1,2,0,1
Aphididae_Chaitophorus_stevensis,Aphididae,,Chaitophorus,stevensis,NA,NA,NA,0,0,NA,NA,NA,NA
Aphididae_Coloradoa_rufomaculata,Aphididae,,Coloradoa,rufomaculata,NA,NA,NA,0,0,NA,NA,NA,NA
Aphididae_Corylobium_avellanae,Aphididae,,Corylobium,avellanae,0,1,0,0,0,NA,2,0,1
Aphididae_Cryptosiphum_artemisiae,Aphididae,,Cryptosiphum,artemisiae,0,1,0,0,0,NA,0,1,0
Aphididae_Delphiniobium_hanla,Aphididae,,Delphiniobium,hanla,NA,NA,NA,0,0,NA,NA,NA,NA
Aphididae_Diuraphis_frequens,Aphididae,,Diuraphis,frequens,2,0,1,0,0,NA,0,1,0
Aphididae_Diuraphis_mexicana,Aphididae,,Diuraphis,mexicana,NA,NA,NA,0,0,NA,NA,NA,NA
Aphididae_Diuraphis_noxia,Aphididae,,Diuraphis,noxia,2,0,1,0,0,NA,0,1,0
Aphididae_Diuraphis_tritici,Aphididae,,Diuraphis,tritici,2,0,1,0,0,NA,0,1,0
Aphididae_Dysaphis_affinis,Aphididae,,Dysaphis,affinis,NA,NA,NA,0,0,NA,NA,NA,NA
Aphididae_Dysaphis_newskyi,Aphididae,,Dysaphis,newskyi,2,0,1,0,0,1,0,1,0
Aphididae_Elatobium_abietinum,Aphididae,,Elatobium,abietinum,0,1,0,0,0,NA,NA,NA,NA
Aphididae_Eomacrosiphon_nigromaculosum,Aphididae,,Eomacrosiphon,nigromaculosum,0,1,0,0,0,NA,2,0,1
Aphididae_Ericaphis_fimbriata,Aphididae,,Ericaphis,fimbriata,NA,NA,NA,0,1,NA,NA,NA,NA
Aphididae_Ericaphis_gentneri,Aphididae,,Ericaphis,gentneri,0,1,0,0,0,NA,1,1,1
Aphididae_Ericaphis_scammelli,Aphididae,,Ericaphis,scammelli,0,1,0,0,0,NA,1,1,1
Aphididae_Hayhurstia_atriplicis,Aphididae,,Hayhurstia,atriplicis,1,1,1,0,0,NA,0,1,0
Aphididae_Hyadaphis_tataricae,Aphididae,,Hyadaphis,tataricae,0,1,0,0,0,NA,2,0,1
Aphididae_Hyperomyzus_carduellinus,Aphididae,,Hyperomyzus,carduellinus,NA,NA,NA,0,0,NA,NA,NA,NA
Aphididae_Illinoia_crystleae,Aphididae,,Illinoia,crystleae,0,1,0,0,0,NA,2,0,1
Aphididae_Illinoia_goldamaryae,Aphididae,,Illinoia,goldamaryae,NA,NA,NA,0,0,NA,NA,NA,NA
Aphididae_Illinoia_liriodendri,Aphididae,,Illinoia,liriodendri,0,1,0,0,0,NA,2,0,1
Aphididae_Illinoia_morrisoni,Aphididae,,Illinoia,morrisoni,NA,NA,NA,0,1,NA,NA,NA,NA
Aphididae_Jacksonia_papillata,Aphididae,,Jacksonia,papillata,NA,NA,NA,0,1,NA,NA,NA,NA
Aphididae_Laingia_psammae,Aphididae,,Laingia,psammae,2,0,1,0,0,NA,NA,NA,NA
Aphididae_Liosomaphis_berberidis,Aphididae,,Liosomaphis,berberidis,0,1,0,0,0,NA,2,0,1
Aphididae_Lipaphis_erysimi,Aphididae,,Lipaphis,erysimi,2,0,1,0,0,NA,0,1,0
Aphididae_Lipaphis_pseudobrassicae,Aphididae,,Lipaphis,pseudobrassicae,2,0,1,0,0,NA,0,1,0
Aphididae_Macrosiphoniella_leucanthemi,Aphididae,,Macrosiphoniella,leucanthemi,NA,NA,NA,0,0,NA,NA,NA,NA
Aphididae_Macrosiphoniella_ludovicianae,Aphididae,,Macrosiphoniella,ludovicianae,0,1,0,0,NA,NA,0,1,0
Aphididae_Macrosiphoniella_millefolii,Aphididae,,Macrosiphoniella,millefolii,0,1,0,0,0,NA,0,1,0
Aphididae_Macrosiphoniella_sanborni,Aphididae,,Macrosiphoniella,sanborni,NA,NA,NA,0,0,NA,NA,NA,NA
Aphididae_Macrosiphoniella_subterranea,Aphididae,,Macrosiphoniella,subterranea,0,1,0,0,0,NA,0,1,0
Aphididae_Macrosiphoniella_tanacetaria,Aphididae,,Macrosiphoniella,tanacetaria,0,1,0,0,1,NA,0,1,0
Aphididae_Macrosiphoniella_yomogifoliae,Aphididae,,Macrosiphoniella,yomogifoliae,NA,NA,NA,0,NA,NA,NA,NA,NA
Aphididae_Macrosiphum_albifrons,Aphididae,,Macrosiphum,albifrons,0,1,0,0,0,NA,0,1,0
Aphididae_Macrosiphum_californicum,Aphididae,,Macrosiphum,californicum,0,1,0,0,0,NA,2,0,1
Aphididae_Macrosiphum_cholodkovskyi,Aphididae,,Macrosiphum,cholodkovskyi,0,1,0,0,1,NA,0,1,0
Aphididae_Macrosiphum_daphnidis,Aphididae,,Macrosiphum,daphnidis,0,1,0,0,0,NA,0,1,0
Aphididae_Macrosiphum_diervillae,Aphididae,,Macrosiphum,diervillae,NA,NA,NA,0,0,NA,NA,NA,NA
Aphididae_Macrosiphum_gei,Aphididae,,Macrosiphum,gei,0,1,0,0,1,NA,0,1,0
Aphididae_Macrosiphum_hellebori,Aphididae,,Macrosiphum,hellebori,0,1,0,0,0,NA,0,1,0
Aphididae_Macrosiphum_knautiae,Aphididae,,Macrosiphum,knautiae,0,1,0,0,0,NA,0,1,0
Aphididae_Macrosiphum_melampyri,Aphididae,,Macrosiphum,melampyri,0,1,0,0,1,NA,0,1,0
Aphididae_Macrosiphum_mordvilkoi,Aphididae,,Macrosiphum,mordvilkoi,NA,NA,NA,0,0,NA,NA,NA,NA
Aphididae_Macrosiphum_stanleyi,Aphididae,,Macrosiphum,stanleyi,0,1,0,0,0,NA,2,0,1
Aphididae_Macrosiphum_tuberculaceps,Aphididae,,Macrosiphum,tuberculaceps,0,1,0,0,0,NA,0,1,0
Aphididae_Megoura_brevipilosa,Aphididae,,Megoura,brevipilosa,0,1,0,0,0,NA,2,0,1
Aphididae_Megoura_litoralis,Aphididae,,Megoura,litoralis,0,1,0,0,0,NA,0,1,0
Aphididae_Megoura_nigra,Aphididae,,Megoura,nigra,0,1,0,0,0,NA,0,1,0
Aphididae_Megoura_viciae,Aphididae,,Megoura,viciae,0,1,0,0,0,NA,0,1,0
Aphididae_Melanaphis_donacis,Aphididae,,Melanaphis,donacis,2,0,1,0,0,1,0,1,0
Aphididae_Melanaphis_japonica,Aphididae,,Melanaphis,japonica,0,1,0,0,0,NA,0,1,0
Aphididae_Melanaphis_luzulella,Aphididae,,Melanaphis,luzulella,2,0,1,0,0,1,0,1,0
Aphididae_Metopeurum_fuscoviride,Aphididae,,Metopeurum,fuscoviride,2,0,1,0,0,1,0,1,0
Aphididae_Microparsus_singularis,Aphididae,,Microparsus,singularis,2,0,1,0,0,NA,2,0,1
Aphididae_Myzaphis_rosarum,Aphididae,,Myzaphis,rosarum,2,0,1,0,0,NA,0,1,0
Aphididae_Myzodium_modestum,Aphididae,,Myzodium,modestum,0,1,0,0,1,NA,NA,NA,NA
Aphididae_Myzus_ascalonicus,Aphididae,,Myzus,ascalonicus,NA,NA,NA,0,1,NA,NA,NA,NA
Aphididae_Myzus_ornatus,Aphididae,,Myzus,ornatus,0,1,0,0,1,NA,1,1,1
Aphididae_Nasonovia_aquilegiae,Aphididae,,Nasonovia,aquilegiae,0,1,0,0,0,NA,0,1,0
Aphididae_Nasonovia_cynosbati,Aphididae,,Nasonovia,cynosbati,0,1,0,0,1,NA,2,0,1
Aphididae_Nasonovia_purpurascens,Aphididae,,Nasonovia,purpurascens,0,1,0,0,1,NA,0,1,0
Aphididae_Nasonovia_takala,Aphididae,,Nasonovia,takala,0,1,0,0,0,NA,0,1,0
Aphididae_Neoamphorophora_kalmiae,Aphididae,,Neoamphorophora,kalmiae,0,1,0,0,0,NA,2,0,1
Aphididae_Neomyzus_circumflexum,Aphididae,,Neomyzus,circumflexum,NA,NA,NA,0,1,NA,NA,NA,NA
Aphididae_Obtusicauda_coweni,Aphididae,,Obtusicauda,coweni,0,1,0,0,0,NA,0,1,0
Aphididae_Paradoxaphis_aristoteliae,Aphididae,,Paradoxaphis,aristoteliae,NA,NA,NA,0,0,NA,NA,NA,NA
Aphididae_Paradoxaphis_plagianthi,Aphididae,,Paradoxaphis,plagianthi,NA,NA,NA,0,1,NA,NA,NA,NA
Aphididae_Peltaphis_hottesi,Aphididae,,Peltaphis,hottesi,2,0,1,0,0,NA,NA,NA,NA
Aphididae_Pentalonia_nigronervosa,Aphididae,,Pentalonia,nigronervosa,0,1,0,0,0,NA,NA,NA,NA
Aphididae_Periphyllus_bulgaricus,Aphididae,,Periphyllus,bulgaricus,0,1,0,0,0,NA,2,0,1
Aphididae_Periphyllus_lyropictus,Aphididae,,Periphyllus,lyropictus,0,1,0,0,0,1,2,0,1
Aphididae_Periphyllus_negundinis,Aphididae,,Periphyllus,negundinis,2,0,1,0,0,NA,2,0,1
Aphididae_Periphyllus_testudinaceus,Aphididae,,Periphyllus,testudinaceus,0,1,0,0,0,1,2,0,1
Aphididae_Pleotrichophorus_pseudoglandulosus,Aphididae,,Pleotrichophorus,pseudoglandulosus,2,0,1,0,0,NA,0,1,0
Aphididae_Plocamaphis_flocculosa,Aphididae,,Plocamaphis,flocculosa,0,1,0,0,0,NA,2,0,1
Aphididae_Pseudoepameibaphis_glauca,Aphididae,,Pseudoepameibaphis,glauca,2,0,1,0,0,NA,0,1,0
Aphididae_Pterocomma_bailangense,Aphididae,,Pterocomma,bailangense,NA,NA,NA,0,0,NA,NA,NA,NA
Aphididae_Pterocomma_beulahense,Aphididae,,Pterocomma,beulahense,NA,NA,NA,0,0,NA,NA,NA,NA
Aphididae_Pterocomma_neimongolense,Aphididae,,Pterocomma,neimongolense,NA,NA,NA,0,0,NA,NA,NA,NA
Aphididae_Pterocomma_pilosum,Aphididae,,Pterocomma,pilosum,0,1,0,0,0,1,2,0,1
Aphididae_Pterocomma_populifoliae,Aphididae,,Pterocomma,populifoliae,0,1,0,0,0,NA,2,0,1
Aphididae_Pterocomma_sanguiceps,Aphididae,,Pterocomma,sanguiceps,NA,NA,NA,0,0,NA,NA,NA,NA
Aphididae_Pterocomma_smithiae,Aphididae,,Pterocomma,smithiae,0,1,0,0,0,NA,2,0,1
Aphididae_Rhodobium_porosum,Aphididae,,Rhodobium,porosum,0,1,0,0,0,NA,0,1,0
Aphididae_Sanbornia_juniperi,Aphididae,,Sanbornia,juniperi,0,1,0,0,0,NA,2,0,1
Aphididae_Schizaphis_graminum,Aphididae,,Schizaphis,graminum,0,1,0,0,0,1,0,1,0
Aphididae_Schizaphis_scirpi,Aphididae,,Schizaphis,scirpi,0,1,0,0,1,1,0,1,0
Aphididae_Sipha_arenarii,Aphididae,,Sipha,arenarii,2,0,1,0,0,NA,0,1,0
Aphididae_Sipha_elegans,Aphididae,,Sipha,elegans,2,0,1,0,0,NA,0,1,0
Aphididae_Sipha_flava,Aphididae,,Sipha,flava,2,0,1,0,0,0,0,1,0
Aphididae_Sipha_maydis,Aphididae,,Sipha,maydis,2,0,1,0,0,1,0,1,0
Aphididae_Siphonatrophia_cupressi,Aphididae,,Siphonatrophia,cupressi,1,1,1,0,0,NA,2,0,1
Aphididae_Sitobion_avenae,Aphididae,,Sitobion,avenae,0,1,0,0,1,NA,0,1,0
